Category,Face numbers,Vertex numbers,Bounding Box Diagonal Size,Types of faces
household,1036,526,1.0810200275665571,{'3': 1036}
household,1112,557,1.1374361520542593,{'3': 1112}
household,1900,960,1.1185064148229102,{'3': 1900}
household,1100,588,1.0351816748764442,{'3': 1100}
household,15768,7910,1.2085842130360631,{'3': 15768}
household,8628,4325,1.111475730729196,{'3': 8628}
household,13168,6598,1.0982819765433647,{'3': 13168}
household,17701,9457,1.0882655466383193,{'3': 17701}
household,2000,1023,1.0688858685566014,{'3': 2000}
household,11609,5548,1.1561314804121545,{'3': 11609}
household,37283,18888,1.0565189065984575,{'3': 37283}
household,710,361,1.0803898370495715,{'3': 710}
household,1228,624,1.1351083648709492,{'3': 1228}
household,620,318,1.0672014805087182,{'3': 620}
household,530,275,1.088843882289835,{'3': 530}
household,1520,812,1.0805825280838108,{'3': 1520}
household,10136,5076,1.1579379085253234,{'3': 10136}
household,516,262,1.0774794661616527,{'3': 516}
household,3508,1780,1.1317803673858282,{'3': 3508}
household,18714,9089,1.1886955455456203,{'3': 18714}
household,1560,782,1.218684577731252,{'3': 1560}
household,2152,1088,1.1006588935723909,{'3': 2152}
miscellaneous,360,238,1.293181348458135,{'3': 360}
miscellaneous,3544,1800,1.131660726543075,{'3': 3544}
miscellaneous,1201,653,1.0431797064743926,{'3': 1201}
miscellaneous,1734,861,1.1911174585237176,{'3': 1734}
miscellaneous,10335,6529,1.4208483381416892,{'3': 10335}
miscellaneous,7806,6645,1.33090758507118,{'3': 7806}
miscellaneous,5315,5137,1.3330660148694813,{'3': 5315}
miscellaneous,2938,2274,1.3933811395307458,{'3': 2938}
miscellaneous,9290,5538,1.4433353733626846,{'3': 9290}
miscellaneous,16805,9894,1.3551379634561198,{'3': 16805}
miscellaneous,16061,16857,1.3614653870003453,{'3': 16061}
miscellaneous,4217,2341,1.3741852131354055,{'3': 4217}
miscellaneous,17394,9201,1.3814459453775236,{'3': 17394}
miscellaneous,1891,1049,1.4134779800194979,{'3': 1891}
miscellaneous,8804,4492,1.4526007710310498,{'3': 8804}
miscellaneous,5896,3000,1.4930334892426225,{'3': 5896}
miscellaneous,76,44,1.3951835004758335,{'3': 76}
miscellaneous,1344,760,1.4193054639505902,{'3': 1344}
miscellaneous,4860,2474,1.3483755782422047,{'3': 4860}
miscellaneous,393,237,1.3798202781521947,{'3': 393}
miscellaneous,6424,3248,1.3150542194145456,{'3': 6424}
miscellaneous,624,316,1.3751632630346113,{'3': 624}
miscellaneous,422,258,1.2893409169028958,{'3': 422}
miscellaneous,5232,2628,1.333922411536743,{'3': 5232}
miscellaneous,1502,898,1.2940763501432209,{'3': 1502}
miscellaneous,879,531,1.234210678936137,{'3': 879}
miscellaneous,1104,560,1.2778236576304258,{'3': 1104}
miscellaneous,3384,1718,1.212451359849128,{'3': 3384}
miscellaneous,5010,2474,1.2072662092512985,{'3': 5010}
miscellaneous,484,293,1.270560506233371,{'3': 484}
miscellaneous,1209,670,1.5778063886294793,{'3': 1209}
miscellaneous,778,400,1.4464736430367475,{'3': 778}
miscellaneous,2450,1336,1.4109075093711847,{'3': 2450}
miscellaneous,190,143,1.4969585832614072,{'3': 190}
miscellaneous,1358,453,1.5770183892396437,{'3': 1358}
miscellaneous,1430,731,1.2844858893736435,{'3': 1430}
miscellaneous,1472,773,1.5808364874331564,{'3': 1472}
miscellaneous,1719,944,1.6401499931408712,{'3': 1719}
miscellaneous,3540,1831,1.4300374120980193,{'3': 3540}
miscellaneous,1794,941,1.5446096594285559,{'3': 1794}
miscellaneous,896,472,1.408366784612588,{'3': 896}
miscellaneous,1406,786,1.436523233365893,{'3': 1406}
miscellaneous,87892,44261,1.5680911963275606,{'3': 87892}
miscellaneous,34333,17526,1.5126427205391233,{'3': 34333}
miscellaneous,316498,160940,1.54313512046094,{'3': 316498}
miscellaneous,2158,1174,1.383610855696066,{'3': 2158}
miscellaneous,2955,1581,1.432990579173499,{'3': 2955}
miscellaneous,3961,2017,1.091131385306096,{'3': 3961}
miscellaneous,6468,3300,1.304276619433163,{'3': 6468}
miscellaneous,4920,2551,1.3275315062174606,{'3': 4920}
miscellaneous,5949,3071,1.386233746523291,{'3': 5949}
miscellaneous,1440,787,1.5810458563874736,{'3': 1440}
miscellaneous,4374,2342,1.5722289909551979,{'3': 4374}
miscellaneous,13338,7013,1.4571496148302685,{'3': 13338}
miscellaneous,86361,43386,1.2736086526087989,{'3': 86361}
miscellaneous,49998,25001,1.2442612265919082,{'3': 49998}
miscellaneous,2878,1546,1.3779292434664414,{'3': 2878}
miscellaneous,2828,1521,1.3608997024027891,{'3': 2828}
miscellaneous,768,386,1.4389228610318205,{'3': 768}
miscellaneous,12072,6038,1.419186386631439,{'3': 12072}
miscellaneous,12378,6191,1.4604646520885056,{'3': 12378}
miscellaneous,1710,799,1.3495028714308095,{'3': 1710}
miscellaneous,837,421,1.3596231095417581,{'3': 837}
miscellaneous,2392,1198,1.5942571938053156,{'3': 2392}
miscellaneous,2042,1023,1.5726884624743707,{'3': 2042}
miscellaneous,204,114,1.4478580731549622,{'3': 204}
miscellaneous,15855,7929,1.4666932194566116,{'3': 15855}
miscellaneous,3110,1557,1.3486952954615063,{'3': 3110}
miscellaneous,3846,1925,1.151206323818628,{'3': 3846}
miscellaneous,3090,1547,1.3253701369806097,{'3': 3090}
miscellaneous,4466,2248,1.107015356713718,{'3': 4466}
miscellaneous,2790,1426,1.6575445695365176,{'3': 2790}
miscellaneous,2688,1543,1.5560132711516312,{'3': 2688}
miscellaneous,3564,1996,1.4933077378758872,{'3': 3564}
miscellaneous,919,484,1.5033835172702938,{'3': 919}
miscellaneous,18008,9166,1.499242808887206,{'3': 18008}
miscellaneous,3946,2034,1.6714170634524466,{'3': 3946}
miscellaneous,1197,664,1.60884368414088,{'3': 1197}
miscellaneous,426,216,1.4675135433787314,{'3': 426}
miscellaneous,1380,692,1.6011986135392449,{'3': 1380}
miscellaneous,2260,1173,1.5308775261267635,{'3': 2260}
miscellaneous,536,270,1.5907476229748074,{'3': 536}
miscellaneous,360,186,1.5493647085176556,{'3': 360}
miscellaneous,465,263,1.57597810898502,{'3': 465}
miscellaneous,5951,3009,1.2645698873530082,{'3': 5951}
miscellaneous,5728,2991,1.58898678408601,{'3': 5728}
miscellaneous,10543,5641,1.4367233554167622,{'3': 10543}
miscellaneous,1243,698,1.677868588418056,{'3': 1243}
miscellaneous,2294,1306,1.590779683048536,{'3': 2294}
miscellaneous,14208,7172,1.518416609498197,{'3': 14208}
miscellaneous,1246,621,1.5533293276057076,{'3': 1246}
miscellaneous,1243,702,1.6621203325872649,{'3': 1243}
miscellaneous,22104,10952,1.6451313017507145,{'3': 22104}
miscellaneous,59,49,1.346520330332966,{'3': 59}
miscellaneous,168,94,1.3003630262353663,{'3': 168}
miscellaneous,110,70,1.2828854196692705,{'3': 110}
miscellaneous,112,70,1.1946179305535305,{'3': 112}
miscellaneous,2220,1132,1.2161422614151685,{'3': 2220}
miscellaneous,264,134,1.2800546863317988,{'3': 264}
miscellaneous,272,150,1.2215956777919608,{'3': 272}
miscellaneous,8828,4440,1.3034791904744778,{'3': 8828}
miscellaneous,3232,1622,1.0809463446443583,{'3': 3232}
miscellaneous,696,361,1.1173584921590742,{'3': 696}
miscellaneous,11058,5584,1.0679957865085423,{'3': 11058}
miscellaneous,1528,778,1.0904338586085816,{'3': 1528}
miscellaneous,88,54,1.0956681066819458,{'3': 88}
miscellaneous,120,78,1.1978326260375445,{'3': 120}
miscellaneous,76,46,1.1998720765148259,{'3': 76}
miscellaneous,1296,648,1.519536442471848,{'3': 1296}
miscellaneous,1816,1396,1.4400385411508956,{'3': 1816}
miscellaneous,1400,720,1.4101478645872567,{'3': 1400}
miscellaneous,972,504,1.4529666204011709,{'3': 972}
miscellaneous,1422,722,1.6502527079208202,{'3': 1422}
miscellaneous,508,256,1.440848708227203,{'3': 508}
miscellaneous,1020,512,1.4093895841817479,{'3': 1020}
miscellaneous,7442,3721,1.512589501484127,{'3': 7442}
miscellaneous,1660,830,1.5501151570125362,{'3': 1660}
miscellaneous,128,80,1.6016066932927073,{'3': 128}
miscellaneous,252,128,1.4240505609001388,{'3': 252}
miscellaneous,2490,1247,1.500299303472477,{'3': 2490}
miscellaneous,315,160,1.593629818998126,{'3': 315}
plant,16584,11431,1.479031439828106,{'3': 16584}
plant,10544,8453,1.6805918600302692,{'3': 10544}
plant,19610,17834,1.3697758940790277,{'3': 19610}
plant,8864,7930,1.5502638485109559,{'3': 8864}
plant,6764,5348,1.477014894982444,{'3': 6764}
plant,10680,7529,1.6210706338713312,{'3': 10680}
plant,7424,6365,1.6416229774220388,{'3': 7424}
plant,2111,1325,1.3977925454086526,{'3': 2111}
plant,20016,13312,1.4717740995139166,{'3': 20016}
plant,21551,16590,1.6074762828732496,{'3': 21551}
plant,11540,7641,1.6452978453763318,{'3': 11540}
plant,3236,2659,1.6370238238950585,{'3': 3236}
plant,10794,6696,1.5778361765405178,{'3': 10794}
plant,5054,3855,1.6539467947911746,{'3': 5054}
plant,548,316,1.4322779059945037,{'3': 548}
plant,1284,729,1.573797000886709,{'3': 1284}
plant,480,197,1.3902194071440666,{'3': 480}
plant,3360,1787,1.5896892778150074,{'3': 3360}
plant,2254,959,1.6534040643472483,{'3': 2254}
plant,7625,4374,1.3661072432279977,{'3': 7625}
plant,1972,1086,1.5987126070685749,{'3': 1972}
plant,940,570,1.4458800088527402,{'3': 940}
plant,692,334,1.5495634869213974,{'3': 692}
plant,1800,2681,1.3978615811302633,{'3': 1800}
plant,2042,1904,1.3183789288364707,{'3': 2042}
plant,1892,1366,1.6293216379831208,{'3': 1892}
plant,1134,1194,1.281434352590877,{'3': 1134}
plant,1296,1356,1.3841437786588502,{'3': 1296}
plant,4806,4806,1.4433811000563919,{'3': 4806}
plant,15303,17884,1.424689790796579,{'3': 15303}
plant,696,724,1.252810041466782,{'3': 696}
plant,260,155,1.2120152639302857,{'3': 260}
plant,7779,17782,1.573871977004483,{'3': 7779}
plant,10145,12847,1.5419711411047874,{'3': 10145}
plant,140,82,1.3396395037471833,{'3': 140}
plant,36512,42568,1.2945323479928958,{'3': 36512}
plant,29426,28394,1.3098320503026333,{'3': 29426}
plant,36512,42568,1.3259973604800275,{'3': 36512}
plant,6856,6247,1.2471455408251275,{'3': 6856}
plant,14425,18168,1.5308161222041006,{'3': 14425}
plant,41005,29152,1.4682363569943362,{'3': 41005}
plant,9427,6513,1.5446857285545175,{'3': 9427}
plant,19104,15136,1.666634633025487,{'3': 19104}
plant,15008,11548,1.5634381983308454,{'3': 15008}
plant,18851,13950,1.4447774915190228,{'3': 18851}
plant,22999,13871,1.5172646440222615,{'3': 22999}
plant,5280,7920,1.497631797205174,{'3': 5280}
plant,16912,12982,1.2538189661988688,{'3': 16912}
plant,11712,9018,1.4782564053641032,{'3': 11712}
plant,4697,9748,1.5864658836546093,{'3': 4697}
plant,2292,1416,1.4788840387264985,{'3': 2292}
plant,3452,3962,1.4493905615809701,{'3': 3452}
plant,15295,16197,1.4644480188794684,{'3': 15295}
plant,24673,15492,1.4619695619266497,{'3': 24673}
plant,1024,1027,1.5104085540012013,{'3': 1024}
plant,6370,4867,1.6349504579650112,{'3': 6370}
plant,320,220,1.191201074546191,{'3': 320}
plant,8448,7323,1.6437031362140793,{'3': 8448}
plant,723,695,1.5976210439275016,{'3': 723}
plant,1277,1235,1.533572952291478,{'3': 1277}
vehicle,1550,863,1.4472719163999557,{'3': 1550}
vehicle,1913,1062,1.4216177404633075,{'3': 1913}
vehicle,1756,1015,1.38423336182885,{'3': 1756}
vehicle,656,434,1.4047978502261456,{'3': 656}
vehicle,520,354,1.3895168224962229,{'3': 520}
vehicle,6272,3351,1.3950121863267002,{'3': 6272}
vehicle,768,482,1.342516294128306,{'3': 768}
vehicle,1024,624,1.407467228748151,{'3': 1024}
vehicle,360,264,1.2755210699945336,{'3': 360}
vehicle,524,408,1.2496403482602503,{'3': 524}
vehicle,4234,2920,1.3497473837722376,{'3': 4234}
vehicle,23138,11819,1.3530979269808967,{'3': 23138}
vehicle,6570,3336,1.2705148562689064,{'3': 6570}
vehicle,73746,37637,1.3789543139640268,{'3': 73746}
vehicle,3016,1700,1.4527628849884624,{'3': 3016}
vehicle,11365,6233,1.444988581269762,{'3': 11365}
vehicle,1228,622,1.3581214967741289,{'3': 1228}
vehicle,6881,3726,1.495424354489387,{'3': 6881}
vehicle,1000,520,1.4261483092581921,{'3': 1000}
vehicle,2452,1335,1.3946443991211523,{'3': 2452}
vehicle,588,336,1.5041841642564917,{'3': 588}
vehicle,24430,13575,1.351588324897785,{'3': 24430}
vehicle,5706,2960,1.4158647534280948,{'3': 5706}
vehicle,620,272,1.4291605927956452,{'3': 620}
vehicle,772,349,1.4226141430479313,{'3': 772}
vehicle,1106,500,1.340001865670343,{'3': 1106}
vehicle,7591,4427,1.305584543413409,{'3': 7591}
vehicle,4928,1965,1.3692037832258572,{'3': 4928}
vehicle,552,281,1.276885664419489,{'3': 552}
vehicle,642,213,1.3876076534813433,{'3': 642}
vehicle,572,258,1.2580957833169937,{'3': 572}
vehicle,1058,531,1.337369432879337,{'3': 1058}
vehicle,354,179,1.4486179620590103,{'3': 354}
vehicle,382,182,1.305289239977102,{'3': 382}
vehicle,1454,729,1.2808052154796996,{'3': 1454}
vehicle,538,279,1.4009546744987862,{'3': 538}
vehicle,318,142,1.3804082729395677,{'3': 318}
vehicle,517,242,1.4123675159107845,{'3': 517}
vehicle,1188,757,1.3791160212251903,{'3': 1188}
vehicle,804,523,1.3433432174987894,{'3': 804}
vehicle,462,224,1.3431008897324133,{'3': 462}
vehicle,450,197,1.2977411143983995,{'3': 450}
vehicle,1332,688,1.3037426893371253,{'3': 1332}
vehicle,588,277,1.378404875209022,{'3': 588}
vehicle,132,99,1.3700251822503118,{'3': 132}
vehicle,519,308,1.3555242528261897,{'3': 519}
vehicle,1145,577,1.3430692461671512,{'3': 1145}
vehicle,2513,1173,1.3578586082505055,{'3': 2513}
vehicle,1752,887,1.321079482847266,{'3': 1752}
vehicle,1754,879,1.3383710247909584,{'3': 1754}
vehicle,400,274,1.3488565527883238,{'3': 400}
vehicle,862,437,1.3435415884891693,{'3': 862}
vehicle,612,332,1.47616530239672,{'3': 612}
vehicle,944,559,1.2254117675295924,{'3': 944}
vehicle,318,161,1.2880881181037267,{'3': 318}
vehicle,368,329,1.3322496012384466,{'3': 368}
vehicle,4325,2360,1.3513911350900598,{'3': 4325}
vehicle,418,203,1.4462748701405277,{'3': 418}
vehicle,492,236,1.4097297613372572,{'3': 492}
vehicle,828,396,1.3348183397002005,{'3': 828}
vehicle,396,196,1.2867058715961468,{'3': 396}
vehicle,378,182,1.4337035955873167,{'3': 378}
vehicle,608,380,1.3133104735743182,{'3': 608}
vehicle,442,186,1.3408814265251048,{'3': 442}
vehicle,784,366,1.4297052143711302,{'3': 784}
vehicle,558,296,1.3868900461103613,{'3': 558}
vehicle,4970,2539,1.41448223742824,{'3': 4970}
vehicle,4854,3072,1.3205370119765671,{'3': 4854}
vehicle,88241,46686,1.446581141865191,{'3': 88241}
vehicle,18363,9398,1.2306071672146233,{'3': 18363}
vehicle,3588,2178,1.371588859680626,{'3': 3588}
vehicle,14563,6906,1.3554250255916038,{'3': 14563}
vehicle,1032,646,1.3352168363228498,{'3': 1032}
vehicle,1996,1144,1.4161023974275306,{'3': 1996}
vehicle,5808,3408,1.3365489141815947,{'3': 5808}
vehicle,335,230,1.4123066239312199,{'3': 335}
vehicle,376,240,1.2558093008096411,{'3': 376}
vehicle,272,230,1.237335039510318,{'3': 272}
vehicle,452,295,1.2158881527509016,{'3': 452}
vehicle,524,328,1.2322037169234639,{'3': 524}
vehicle,11567,6627,1.3258627379936432,{'3': 11567}
vehicle,924,475,1.2633700962109242,{'3': 924}
vehicle,684,426,1.3069238692441116,{'3': 684}
vehicle,272,204,1.277213764410641,{'3': 272}
vehicle,256,236,1.1996674539221275,{'3': 256}
vehicle,4224,2239,1.2227589705252626,{'3': 4224}
vehicle,4344,2304,1.232714484379899,{'3': 4344}
vehicle,1204,734,1.2311876380146123,{'3': 1204}
vehicle,324,249,1.218455169466649,{'3': 324}
vehicle,692,415,1.2535306139061781,{'3': 692}
vehicle,608,368,1.310099614533185,{'3': 608}
vehicle,368,275,1.2780158840953424,{'3': 368}
vehicle,11608,6334,1.2285446674826277,{'3': 11608}
vehicle,1408,802,1.279393606362014,{'3': 1408}
vehicle,1540,906,1.3374640182075928,{'3': 1540}
vehicle,352,257,1.2039186018996466,{'3': 352}
vehicle,244,204,1.211944883235207,{'3': 244}
vehicle,408,250,1.2503379543147524,{'3': 408}
vehicle,1044,640,1.1267971867199527,{'3': 1044}
vehicle,1882,1058,1.183908357939921,{'3': 1882}
vehicle,2094,1066,1.2408775120857014,{'3': 2094}
vehicle,17806,8547,1.4009992862239438,{'3': 17806}
vehicle,116773,58392,1.4375708678183485,{'3': 116773}
vehicle,2668,1362,1.40491636761766,{'3': 2668}
vehicle,368,222,1.4321092835394928,{'3': 368}
vehicle,2996,1644,1.4350602774796604,{'3': 2996}
vehicle,682,396,1.3187471326983047,{'3': 682}
vehicle,2056,1162,1.3818259658871663,{'3': 2056}
vehicle,14166,7818,1.405446192495465,{'3': 14166}
vehicle,1270,675,1.4314031577441766,{'3': 1270}
vehicle,98664,50904,1.4709724674513796,{'3': 98664}
vehicle,2709,1545,1.4295520277345628,{'3': 2709}
vehicle,6448,3218,1.4171443116351983,{'3': 6448}
vehicle,578,294,1.172133951389516,{'3': 578}
vehicle,923,496,1.3965346397422442,{'3': 923}
vehicle,524,267,1.409945034389639,{'3': 524}
vehicle,2319,1201,1.3880108068743557,{'3': 2319}
vehicle,340,201,1.6366025785144052,{'3': 340}
vehicle,16960,8761,1.664619776405411,{'3': 16960}
vehicle,6173,1878,1.4607819823642405,{'3': 6173}
vehicle,1457,778,1.2788178134511576,{'3': 1457}
vehicle,824,425,1.28807996646171,{'3': 824}
vehicle,2305,1252,1.456347142682678,{'3': 2305}
vehicle,344,178,1.5237591673227104,{'3': 344}
vehicle,1930,1093,1.4993995464851921,{'3': 1930}
vehicle,6000,3174,1.4500186205700945,{'3': 6000}
vehicle,11368,5724,1.2979557003226265,{'3': 11368}
vehicle,3301,1946,1.48432240433135,{'3': 3301}
vehicle,1989,1196,1.2591115915596998,{'3': 1989}
vehicle,4231,2904,1.2539597282209665,{'3': 4231}
vehicle,22912,13685,1.3570943224404117,{'3': 22912}
vehicle,18139,9018,1.44473596203597,{'3': 18139}
vehicle,1067,568,1.2737040472574466,{'3': 1067}
vehicle,59739,31275,1.1822068346951815,{'3': 59739}
vehicle,3401,1748,1.2604348455989305,{'3': 3401}
vehicle,6344,3366,1.3542651143701516,{'3': 6344}
vehicle,15507,8080,1.2026940591854605,{'3': 15507}
vehicle,3380,1694,1.4622479269945983,{'3': 3380}
vehicle,944,467,1.1506802336009774,{'3': 944}
vehicle,205083,122010,1.4532828355141334,{'3': 205083}
vehicle,3804,2059,1.423383644700191,{'3': 3804}
vehicle,1858,1018,1.4099925531718243,{'3': 1858}
vehicle,20996,11926,1.5038813118062209,{'3': 20996}
vehicle,27965,14225,1.5244838470774296,{'3': 27965}
vehicle,14044,7006,1.4691422667665648,{'3': 14044}
vehicle,31296,8722,1.454891404882165,{'3': 31296}
vehicle,7365,3820,1.4322869824165825,{'3': 7365}
vehicle,20663,11132,1.4791879528984815,{'3': 20663}
vehicle,3384,1707,1.480938216131922,{'3': 3384}
vehicle,446,225,1.4664429753659023,{'3': 446}
vehicle,780,422,1.5821678166364022,{'3': 780}
vehicle,1140,563,1.5346892193535473,{'3': 1140}
vehicle,3941,2097,1.439421064178234,{'3': 3941}
vehicle,2978,1638,1.250260372882385,{'3': 2978}
vehicle,25996,14112,1.4617612664180153,{'3': 25996}
vehicle,1899,1020,1.3825013562380326,{'3': 1899}
vehicle,19314,10249,1.2345424253544306,{'3': 19314}
vehicle,27535,13910,1.5881879611683247,{'3': 27535}
vehicle,616,209,1.587532361874869,{'3': 616}
vehicle,1680,890,1.5394219694417772,{'3': 1680}
vehicle,62931,33182,1.3984273309686135,{'3': 62931}
vehicle,616,209,1.5879222273146756,{'3': 616}
vehicle,1084,757,1.1407624643193692,{'3': 1084}
vehicle,1039,749,1.1550073592839138,{'3': 1039}
vehicle,960,674,1.1811900778452213,{'3': 960}
vehicle,1227,926,1.1868828922855026,{'3': 1227}
vehicle,4887,4241,1.2339700158431728,{'3': 4887}
vehicle,930,658,1.1455675449313323,{'3': 930}
vehicle,848,428,1.1363973776808884,{'3': 848}
vehicle,4116,3153,1.2511175004770734,{'3': 4116}
vehicle,65182,33376,1.1607058197493454,{'3': 65182}
vehicle,7029,3516,1.1393107565541545,{'3': 7029}
vehicle,6000,3189,1.095882749202669,{'3': 6000}
vehicle,15870,7994,1.4251435015464233,{'3': 15870}
vehicle,598,325,1.5356978869556341,{'3': 598}
vehicle,576,314,1.4172272224311808,{'3': 576}
vehicle,924,497,1.4328157592656496,{'3': 924}
vehicle,4485,2333,1.3684030838901233,{'3': 4485}
vehicle,4698,2509,1.5315658653809179,{'3': 4698}
vehicle,1236,629,1.0892956439828445,{'3': 1236}
vehicle,5534,2873,1.1983993491319993,{'3': 5534}
vehicle,10583,6923,1.1309350113954382,{'3': 10583}
vehicle,18939,9736,1.1323007550999866,{'3': 18939}
vehicle,1076,574,1.1637267720560527,{'3': 1076}
vehicle,684,467,1.1428652588997532,{'3': 684}
vehicle,3176,1724,1.1477081510558336,{'3': 3176}
vehicle,270,145,1.0892928899061078,{'3': 270}
vehicle,3552,2511,1.3051701038561985,{'3': 3552}
vehicle,22065,12097,1.39908184178053,{'3': 22065}
vehicle,18238,9543,1.4075737991309727,{'3': 18238}
vehicle,1036,547,1.3516863541517314,{'3': 1036}
vehicle,29064,15291,1.3499603697886837,{'3': 29064}
vehicle,90616,46407,1.3395738128225707,{'3': 90616}
vehicle,180,118,1.3684414492407047,{'3': 180}
vehicle,3352,1684,1.378700837745448,{'3': 3352}
vehicle,5566,2868,1.3579131047309323,{'3': 5566}
vehicle,116934,55694,1.37627068558478,{'3': 116934}
vehicle,10880,5914,1.411769102934329,{'3': 10880}
vehicle,116952,59207,1.3847747109187112,{'3': 116952}
vehicle,7120,4970,1.2693466823527764,{'3': 7120}
vehicle,50685,24786,1.148158525640079,{'3': 50685}
vehicle,3269,1621,1.250269171018785,{'3': 3269}
vehicle,21007,10969,1.2254701138746713,{'3': 21007}
vehicle,7879,4284,1.3191429035551834,{'3': 7879}
vehicle,12769,6514,1.2453192361800245,{'3': 12769}
vehicle,10492,4336,1.2379668816248681,{'3': 10492}
vehicle,95017,47558,1.3560973416388662,{'3': 95017}
vehicle,109357,54710,1.2780324722009218,{'3': 109357}
vehicle,20577,10828,1.3159878418891262,{'3': 20577}
vehicle,11468,6816,1.2358696937784337,{'3': 11468}
vehicle,20844,13106,1.2521505101224852,{'3': 20844}
vehicle,36856,18662,1.2719300295220646,{'3': 36856}
vehicle,391,250,1.2785742059028096,{'3': 391}
vehicle,7448,3956,1.2896131202806522,{'3': 7448}
vehicle,7958,4275,1.2449534127829844,{'3': 7958}
vehicle,580,308,1.257587372710143,{'3': 580}
vehicle,3640,1830,1.2976047163909354,{'3': 3640}
vehicle,21450,10545,1.3061397321879462,{'3': 21450}
vehicle,14450,7315,1.462851667121448,{'3': 14450}
vehicle,7412,4168,1.2886803327435397,{'3': 7412}
vehicle,4060,2170,1.2653936146511882,{'3': 4060}
vehicle,14462,7374,1.2538452855117332,{'3': 14462}
vehicle,29304,15178,1.2509572334816246,{'3': 29304}
vehicle,43584,21686,1.4840919782816697,{'3': 43584}
vehicle,558,332,1.3872306945854391,{'3': 558}
vehicle,21840,12016,1.488339007081384,{'3': 21840}
vehicle,1110,616,1.4498948237717106,{'3': 1110}
vehicle,2697,1346,1.4588999280279644,{'3': 2697}
vehicle,14948,9011,1.6516201137065387,{'3': 14948}
vehicle,46968,23624,1.3315528528751683,{'3': 46968}
vehicle,216,162,1.4417572611226899,{'3': 216}
vehicle,10000,4941,1.3308268106707197,{'3': 10000}
vehicle,16122,9585,1.3294412360085721,{'3': 16122}
vehicle,3111,1445,1.2226270895084894,{'3': 3111}
vehicle,23350,12792,1.2766941685462498,{'3': 23350}
vehicle,18340,9614,1.1626026836370196,{'3': 18340}
vehicle,2788,1461,1.2290455646557616,{'3': 2788}
vehicle,7402,3780,1.33378896381699,{'3': 7402}
vehicle,92176,47209,1.3304198585409044,{'3': 92176}
vehicle,7038,3519,1.2641633596968391,{'3': 7038}
vehicle,316,174,1.3357967659790166,{'3': 316}
vehicle,10241,5303,1.2654493273142153,{'3': 10241}
vehicle,10581,5520,1.2572028475946115,{'3': 10581}
vehicle,8999,4658,1.3042499760398694,{'3': 8999}
vehicle,7716,4400,1.2660454178267064,{'3': 7716}
